date,position,row_sum,expected,delta,file
2017-12-25,4,19.0,21,-2.0,eve
2017-12-31,1,20.0,21,-1.0,eve
2017-12-31,2,20.0,21,-1.0,eve
2017-12-31,3,20.0,21,-1.0,eve
2017-12-31,4,20.0,21,-1.0,eve
2018-04-30,1,20.0,21,-1.0,eve
2018-04-30,2,20.0,21,-1.0,eve
2018-04-30,3,20.0,21,-1.0,eve
2018-04-30,4,20.0,21,-1.0,eve
2018-12-25,1,19.0,21,-2.0,eve
2018-12-25,2,19.0,21,-2.0,eve
2018-12-25,3,19.0,21,-2.0,eve
2018-12-25,4,19.0,21,-2.0,eve
2019-12-25,1,19.0,21,-2.0,eve
2019-12-25,2,19.0,21,-2.0,eve
2019-12-25,3,19.0,21,-2.0,eve
2019-12-25,4,19.0,21,-2.0,eve
2020-08-18,1,20.0,21,-1.0,eve
2020-08-18,2,20.0,21,-1.0,eve
2020-08-18,3,20.0,21,-1.0,eve
2020-08-18,4,20.0,21,-1.0,eve
2020-12-25,1,19.0,21,-2.0,eve
2020-12-25,2,19.0,21,-2.0,eve
2020-12-25,3,19.0,21,-2.0,eve
2020-12-25,4,19.0,21,-2.0,eve
2021-02-26,1,20.0,21,-1.0,eve
2021-02-26,2,20.0,21,-1.0,eve
2021-02-26,3,20.0,21,-1.0,eve
2021-02-26,4,20.0,21,-1.0,eve
2021-07-13,1,19.0,21,-2.0,eve
2021-07-13,2,19.0,21,-2.0,eve
2021-07-13,3,19.0,21,-2.0,eve
2021-07-13,4,19.0,21,-2.0,eve
2021-08-22,1,20.0,21,-1.0,eve
2021-08-22,2,20.0,21,-1.0,eve
2021-08-22,3,20.0,21,-1.0,eve
2021-08-22,4,20.0,21,-1.0,eve
2021-08-28,1,20.0,21,-1.0,eve
2021-08-28,2,20.0,21,-1.0,eve
2021-08-28,3,20.0,21,-1.0,eve
2021-08-28,4,20.0,21,-1.0,eve
2021-08-29,1,20.0,21,-1.0,eve
2021-08-29,2,20.0,21,-1.0,eve
2021-08-29,3,20.0,21,-1.0,eve
2021-08-29,4,20.0,21,-1.0,eve
2021-12-25,1,19.0,21,-2.0,eve
2021-12-25,2,19.0,21,-2.0,eve
2021-12-25,3,19.0,21,-2.0,eve
2021-12-25,4,19.0,21,-2.0,eve
2022-12-25,1,19.0,21,-2.0,eve
2022-12-25,2,19.0,21,-2.0,eve
2022-12-25,3,19.0,21,-2.0,eve
2022-12-25,4,19.0,21,-2.0,eve
2023-08-23,1,20.0,21,-1.0,eve
2023-08-23,2,20.0,21,-1.0,eve
2023-08-23,3,20.0,21,-1.0,eve
2023-08-23,4,20.0,21,-1.0,eve
2023-12-25,1,19.0,21,-2.0,eve
2023-12-25,2,19.0,21,-2.0,eve
2023-12-25,3,19.0,21,-2.0,eve
2023-12-25,4,19.0,21,-2.0,eve
2024-04-21,1,20.0,21,-1.0,eve
2024-04-21,2,20.0,21,-1.0,eve
2024-04-21,3,20.0,21,-1.0,eve
2024-04-21,4,20.0,21,-1.0,eve
2024-10-24,1,19.0,21,-2.0,eve
2024-10-24,2,19.0,21,-2.0,eve
2024-10-24,3,19.0,21,-2.0,eve
2024-10-24,4,19.0,21,-2.0,eve
2024-12-25,1,19.0,21,-2.0,eve
2024-12-25,2,19.0,21,-2.0,eve
2024-12-25,3,19.0,21,-2.0,eve
2024-12-25,4,19.0,21,-2.0,eve
2024-12-28,1,20.0,21,-1.0,eve
2024-12-28,2,20.0,21,-1.0,eve
2024-12-28,3,20.0,21,-1.0,eve
2024-12-28,4,20.0,21,-1.0,eve
2025-09-23,1,20.0,21,-1.0,eve
2025-09-23,2,20.0,21,-1.0,eve
2025-09-23,3,20.0,21,-1.0,eve
2025-09-23,4,20.0,21,-1.0,eve
